p0,p1,p2,p3,p4,p5,p6,p7,size,objective,source,id,filename,speedup
8,sockets,spread,dynamic, , ,#pragma omp for, ,M,8.30495,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_095.c,mmp_095,1.0423301765814363
32,sockets,master,dynamic, , ,#pragma omp for, ,M,8.30301,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_096.c,mmp_096,1.042573717242301
32,sockets,close,dynamic,#pragma omp parallel for, ,#pragma omp for, ,M,8.359860000000001,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_097.c,mmp_097,1.035483847815633
32,sockets,master,static, ,#pragma unroll,#pragma omp for, ,M,8.30167,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_098.c,mmp_098,1.0427420025127474
2,sockets,spread,dynamic, , ,#pragma omp for, ,M,8.31237,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_099.c,mmp_099,1.0413997451990227
4,cores,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.30302,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_100.c,mmp_100,1.0425724615862662
32,sockets,close,dynamic, ,#pragma unroll,#pragma omp for, ,M,8.29628,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_101.c,mmp_101,1.0434194602882256
32,sockets,close,dynamic, ,#pragma unroll (6),#pragma omp for, ,M,8.32728,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_102.c,mmp_102,1.0395351183099402
4,cores,master,static, ,#pragma unroll (6),#pragma omp for, ,M,8.303139999999999,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_103.c,mmp_103,1.0425573939497588
2,sockets,spread,dynamic, ,#pragma unroll,#pragma omp for, ,M,8.33491,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_104.c,mmp_104,1.0385835000017996
32,sockets,master,static, ,#pragma unroll,#pragma omp for nowait, ,M,8.30456,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_105.c,mmp_105,1.0423791266484919
8,sockets,spread,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.29117,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_106.c,mmp_106,1.0440625388214209
64,sockets,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.30278,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_107.c,mmp_107,1.0426025981659155
8,sockets,master,dynamic, , ,#pragma omp for nowait, ,M,8.31068,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_108.c,mmp_108,1.0416115167471254
32,sockets,master,dynamic, , ,#pragma omp for nowait, ,M,8.2607,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_109.c,mmp_109,1.0479136150689408
32,sockets,master,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.307910000000001,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_110.c,mmp_110,1.0419588079312363
32,sockets,spread,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.34142,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_111.c,mmp_111,1.0377729451340418
4,sockets,master,dynamic, , ,#pragma omp for nowait, ,M,8.31362,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_112.c,mmp_112,1.0412431648307234
256,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.297189999999999,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_113.c,mmp_113,1.043305022543777
4,cores,master,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,M,8.32372,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_114.c,mmp_114,1.0399797206056907
192,sockets,spread,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.29942,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_115.c,mmp_115,1.0430246932918203
32,sockets,spread,dynamic, ,#pragma unroll,#pragma omp for nowait, ,M,8.31828,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_116.c,mmp_116,1.0406598479493356
128,sockets,spread,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.31151,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_117.c,mmp_117,1.0415074998405824
4,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,M,8.34038,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_118.c,mmp_118,1.037902349773032
4,sockets,master,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.33088,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_119.c,mmp_119,1.0390859068909886
4,sockets,master,static, , ,#pragma omp for nowait, ,M,8.321589999999999,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_120.c,mmp_120,1.0402459145427738
4,sockets,spread,static, , ,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,M,8.30547,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_121.c,mmp_121,1.0422649169764022
4,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for, ,M,8.34373,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_122.c,mmp_122,1.0374856329243634
4,sockets,spread,dynamic, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.32423,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_123.c,mmp_123,1.039916004243035
4,sockets,master,dynamic, , ,#pragma omp for, ,M,8.324530000000001,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_124.c,mmp_124,1.0398785276766374
4,sockets,spread,static, , ,#pragma omp for, ,M,8.325380000000001,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_125.c,mmp_125,1.0397723587391805
4,sockets,spread,static, , ,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.319139999999999,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_126.c,mmp_126,1.0405522686239204
4,cores,close,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.29717,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_127.c,mmp_127,1.0433075373892544
4,sockets,spread,static, , ,#pragma omp for nowait, ,M,8.333919999999999,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_128.c,mmp_128,1.0387068750359976
192,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.29701,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_129.c,mmp_129,1.0433276565895424
4,sockets,close,dynamic, , ,#pragma omp for, ,M,8.30897,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_130.c,mmp_130,1.041825882149051
4,sockets,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.27464,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_131.c,mmp_131,1.0461482312221437
4,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.29209,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_132.c,mmp_132,1.0439467010126517
4,sockets,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,M,8.28111,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_133.c,mmp_133,1.0453308795560015
4,sockets,spread,dynamic, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,M,8.27747,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_134.c,mmp_134,1.0457905616088008
4,sockets,master,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.289719999999999,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_135.c,mmp_135,1.0442451614771067
4,sockets,spread,static, ,#pragma unroll,#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,M,8.301919999999999,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_136.c,mmp_136,1.0427106018848653
4,sockets,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.3002,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_137.c,mmp_137,1.0429266764656273
4,sockets,spread,dynamic, ,#pragma unroll,#pragma omp for, ,M,8.27236,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_138.c,mmp_138,1.0464365670739666
4,sockets,spread,dynamic, ,#pragma unroll,#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.29676,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_139.c,mmp_139,1.0433590943934739
4,sockets,spread,dynamic, ,#pragma unroll,#pragma omp for nowait, ,M,8.31382,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_140.c,mmp_140,1.0412181163412246
4,sockets,master,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,M,8.298,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_141.c,mmp_141,1.0432031814895155
192,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,M,8.304789999999999,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_142.c,mmp_142,1.042350258104058
4,threads,master,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.29463,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_143.c,mmp_143,1.0436270213379018
4,sockets,spread,dynamic,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,M,8.30669,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_144.c,mmp_144,1.0421118399747673
4,cores,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,M,8.29999,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_145.c,mmp_145,1.042953063798872
4,threads,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,M,8.284089999999999,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_146.c,mmp_146,1.0449548471829737
4,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,M,8.27106,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_147.c,mmp_147,1.046601040253607
4,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,M,8.30712,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_148.c,mmp_148,1.0420578973218155
4,sockets,spread,static,#pragma omp parallel for,#pragma unroll,#pragma omp for nowait, ,M,8.30927,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_149.c,mmp_149,1.0417882678021053
8,threads,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,M,8.31058,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_150.c,mmp_150,1.041624050306958
4,sockets,spread,static,#pragma omp parallel for, ,#pragma omp for nowait, ,M,8.29889,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_151.c,mmp_151,1.0430913049817505
4,sockets,master,dynamic, ,#pragma unroll,#pragma omp for nowait, ,M,8.28139,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_152.c,mmp_152,1.0452955361358418
4,sockets,master,static, ,#pragma unroll,#pragma omp for nowait, ,M,8.30535,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_153.c,mmp_153,1.0422799761599448
4,sockets,spread,dynamic, , ,#pragma omp for nowait, ,M,8.27939,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_154.c,mmp_154,1.0455480415827736
4,sockets,spread,dynamic,#pragma omp parallel for, ,#pragma omp for nowait, ,M,8.28992,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_155.c,mmp_155,1.044219968347101
4,cores,spread,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.295010000000001,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_156.c,mmp_156,1.0435792120805156
4,cores,close,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,M,8.30136,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_157.c,mmp_157,1.0427809419179506
4,sockets,spread,dynamic, , ,#pragma omp for, ,M,8.271889999999999,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_158.c,mmp_158,1.0464960244877533
4,sockets,close,dynamic, ,#pragma unroll,#pragma omp for nowait, ,M,8.281260000000001,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_159.c,mmp_159,1.0453119452836885
4,threads,master,dynamic, ,#pragma unroll (6),#pragma omp for nowait, ,M,8.293569999999999,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_160.c,mmp_160,1.043760407158799
8,sockets,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.28923,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_161.c,mmp_161,1.0443068897834902
4,threads,close,dynamic, ,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.30832,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_162.c,mmp_162,1.041907389219481
128,sockets,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.30361,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_163.c,mmp_163,1.0424983832333163
32,sockets,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,M,8.30723,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_164.c,mmp_164,1.0420440989355055
4,sockets,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.30229,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_165.c,mmp_165,1.0426641324261139
32,sockets,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,M,8.298960000000001,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_166.c,mmp_166,1.043082506723734
32,sockets,spread,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,M,8.31748,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_167.c,mmp_167,1.040759941713115
32,sockets,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.30065,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_168.c,mmp_168,1.0428701366760436
32,sockets,master,dynamic, ,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,M,8.3056,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_169.c,mmp_169,1.0422486033519551
192,sockets,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.2807,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_170.c,mmp_170,1.0453826367336094
96,sockets,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.2989,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_171.c,mmp_171,1.043090048078661
192,sockets,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,M,8.277510000000001,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_172.c,mmp_172,1.045785507960727
8,sockets,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,M,8.293989999999999,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_173.c,mmp_173,1.0437075520949508
16,sockets,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,M,8.28479,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_174.c,mmp_174,1.0448665566658901
64,sockets,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,M,8.28853,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_175.c,mmp_175,1.044395085738967
96,sockets,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,M,8.26644,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_176.c,mmp_176,1.0471859712282434
4,sockets,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for, ,M,8.27305,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_177.c,mmp_177,1.046349290769426
4,sockets,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,M,8.28035,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_178.c,mmp_178,1.045426823745373
4,sockets,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait,MPI_Barrier(MPI_COMM_WORLD);,M,8.26464,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_179.c,mmp_179,1.0474140434429084
128,sockets,master,static, ,#pragma unroll (6),#pragma omp for nowait, ,M,8.30512,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_180.c,mmp_180,1.0423088408114511
4,sockets,master,static,#pragma omp parallel for,#pragma unroll (6),#pragma omp for,MPI_Barrier(MPI_COMM_WORLD);,M,8.31109,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_181.c,mmp_181,1.0415601323051489
8,sockets,master,static, ,#pragma unroll (6),#pragma omp for nowait, ,M,8.29526,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_182.c,mmp_182,1.0435477610105046
96,sockets,master,static, ,#pragma unroll (6),#pragma omp for nowait, ,M,8.32325,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_183.c,mmp_183,1.0400384465202894
4,sockets,master,dynamic,#pragma omp parallel for,#pragma unroll (6),#pragma omp for nowait, ,M,8.288889999999999,results_rf_m_sw4lite,/gpfs/fs1/home/trandall/ytune_2022/ytopt_tlranda/ytopt/benchmark/rebuild_collations/sw4lite/mmp_184.c,mmp_184,1.044349725958482
